erwart,0.872093023255814
anwurzeln,0.5348837209302325
unangenehm,0.5348837209302325
spiegeln,0.5348837209302325
keinerlei,0.5348837209302325
vorbereit,0.5348837209302325
rechn,0.5348837209302325
unvermutet,0.5348837209302325
vorteil,0.5930232558139534
verbluff,1.0
vortausch,0.5348837209302325
gesichtsausdruck,0.5348837209302325
berg,0.813953488372093
parat,0.5348837209302325
erleb,0.5348837209302325
zaub,0.5348837209302325
sprachlos,0.5348837209302325
unerfreu,0.5348837209302325
weid,0.5348837209302325
toll,0.5348837209302325
begruss,0.5348837209302325
unerwartet,0.5348837209302325
mild,0.5348837209302325
entpupp,0.5348837209302325
bos,0.5348837209302325
mien,0.5348837209302325
verdau,0.5348837209302325
angenehm,0.5348837209302325
verschlag,0.5348837209302325
anfang,0.5348837209302325
ausstoss,0.5348837209302325
freudig,0.5348837209302325
konfronti,0.5348837209302325
verberg,0.5348837209302325
ausdenk,0.5348837209302325
neuerlich,0.5348837209302325
riesengross,0.5348837209302325
gluck,0.5348837209302325
wappn,0.5348837209302325
vorfind,0.5348837209302325
nett,0.5348837209302325
bevorsteh,0.5348837209302325
augenbrau,0.5348837209302325
unvorbereitet,0.5348837209302325
bereithalt,0.5348837209302325
enthull,0.7674418604651163
verrat,0.5348837209302325
erhol,0.5348837209302325
uberrumpeln,0.5348837209302325
auftauch,0.5348837209302325
erfreulich,0.5348837209302325
anmerk,0.5348837209302325
positiv,0.813953488372093
negativ,0.46511627906976744
faustdick,0.813953488372093
aufwart,0.46511627906976744
eigent,0.46511627906976744
handf,0.46511627906976744
ausschliess,0.46511627906976744
verpass,0.46511627906976744
vermeid,0.46511627906976744
gelung,0.46511627906976744
geling,0.872093023255814
schutz,0.46511627906976744
feien,0.46511627906976744
peinlich,0.46511627906976744
wart,0.813953488372093
zutrau,0.46511627906976744
turni,0.6395348837209303
beobacht,0.6395348837209303
wert,0.46511627906976744
vorbeug,0.46511627906976744
moglich,0.46511627906976744
musikal,0.46511627906976744
forsch,0.6395348837209303
wm,0.6395348837209303
spieltag,0.6395348837209303
nominier,0.46511627906976744
ubel,0.11627906976744186
ernenn,0.46511627906976744
beruf,0.46511627906976744
abschneid,0.46511627906976744
anbahn,0.46511627906976744
astronom,0.46511627906976744
expert,0.46511627906976744
titelkampf,0.46511627906976744
fachwelt,0.46511627906976744
marktteilnehm,0.46511627906976744
fachleut,0.46511627906976744
parteifreund,0.46511627906976744
wissenschaftl,0.46511627906976744
skeptik,0.46511627906976744
teilnehm,0.46511627906976744
em,0.46511627906976744
prozessbeobacht,0.46511627906976744
prozessbeteiligt,0.46511627906976744
renn,0.46511627906976744
wochen,0.46511627906976744
weltmeisterschaft,0.46511627906976744
analyst,0.46511627906976744
passant,0.46511627906976744
meisterschaft,0.46511627906976744
europameisterschaft,0.46511627906976744
wahl,0.46511627906976744
wahlkampf,0.46511627906976744
tour,0.46511627906976744
album,0.46511627906976744
delegiert,0.46511627906976744
ausstell,0.46511627906976744
schau,0.5813953488372093
finanzmarkt,0.46511627906976744
konkurrenz,0.46511627906976744
branch,0.46511627906976744
parteitag,0.46511627906976744
tagung,0.46511627906976744
reis,0.46511627906976744
journalist,0.46511627906976744
wettbewerb,0.46511627906976744
beamt,0.46511627906976744
liga,0.46511627906976744
fraktion,0.46511627906976744
opposition,0.46511627906976744
west,0.46511627906976744
mitglied,0.46511627906976744
markt,0.4069767441860465
bank,0.4069767441860465
polizei,0.4069767441860465
verwunder,0.872093023255814
wendung,0.46511627906976744
abwechsl,0.46511627906976744
gewinnspiel,0.46511627906976744
tombola,0.46511627906976744
neuheit,0.46511627906976744
neuerung,0.46511627906976744
hupfburg,0.46511627906976744
neuigkeit,0.46511627906976744
bufett,0.46511627906976744
begegn,0.46511627906976744
effekt,0.46511627906976744
bruch,0.46511627906976744
auftritt,0.46511627906976744
laun,0.46511627906976744
aktion,0.46511627906976744
widerspruch,0.46511627906976744
erkenntnis,0.5813953488372093
verander,0.46511627906976744
vielfalt,0.46511627906976744
tanz,0.5813953488372093
fehl,0.46511627906976744
entscheid,0.46511627906976744
beweg,0.4069767441860465
konzert,0.4069767441860465
gesprach,0.4069767441860465
preis,0.46511627906976744
information,0.4069767441860465
entwickl,0.5813953488372093
wow-effekt,0.6395348837209303
uberrumpel,0.6976744186046512
unrast,0.11627906976744186
atemlos,0.3488372093023256
erheb,0.11627906976744186
losung,0.11627906976744186
bericht,0.11627906976744186
ungeahnt,0.4069767441860465
unverhofft,0.4069767441860465
achtung!,0.3488372093023256
aha-erlebnis,0.3488372093023256
ahaerlebnis,0.3488372093023256
alarmbereitschaft,0.3488372093023256
alarmblinkanlag,0.3488372093023256
alarmismus,0.3488372093023256
alarmruf,0.3488372093023256
alarmsignal,0.3488372093023256
angriff,0.3488372093023256
attacke,0.3488372093023256
aufeinandertreff,0.3488372093023256
befremd,0.3488372093023256
benachricht,0.3488372093023256
blitzaktion,0.3488372093023256
deal,0.3488372093023256
donnerlittchen!,0.3488372093023256
donnerwetter,0.3488372093023256
entgeister,0.3488372093023256
erschein,0.3488372093023256
erstaunensein,0.3488372093023256
erstaunt,0.3488372093023256
erste-hilfe-station,0.3488372093023256
exklusivbericht,0.3488372093023256
exklusivmeld,0.3488372093023256
fang,0.3488372093023256
gefahrenmeld,0.3488372093023256
geschrei,0.3488372093023256
hammer!,0.3488372093023256
herrschaftszeiten!,0.3488372093023256
kanon,0.3488372093023256
knall,0.3488372093023256
knalleffekt,0.3488372093023256
koinzidenz,0.3488372093023256
kompliment,0.3488372093023256
